KXBALLONDORNATION	Ballon d'Or nationality	Sports
KXZYWOOMVPBP	Will ZywOo be the MVP at the Budapest Major	Sports
KXNFL2QWINNER	Pro Football 2nd Quarter Winner	Sports
KXAHLGAME	AHL Game	Sports
KXWO-GOLD	Winter Olympics Most Gold Medals	Sports
KXCHESSTTEARLY	Chess Titled Tuesday Early	Sports
KXTNCBASKETBALL	TNC Basketball	Sports
KXWNBAGAME	Professional Women's Basketball Game	Sports
KXSTEPHPARTERNSHIP	Stephen Curry Partnership	Sports
KXPLAYEROPTIONNBA	player option nba	Sports
KXINTERCONCUPGAME	Intercontinental Cup Match	Sports
KXTEAMSINUCL	Champions League Final Matchup	Sports
KXNFL1HWINNER	NFL 1st Half Winner	Sports
KXUFCMOV	UFC Method of Victory	Sports
KXAPFDDHGAME	APF Division de Honor Game	Sports
KXBRASILEIRORELEGATION	Brasileiro Relegation	Sports
KXNHLSERIES	Professional Hockey Series	Sports
KXNCAAWBTOTAL	Women's College Basketball Total Points	Sports
KXRLGAME	Rocket League Game	Sports
KXNFLLARGELEAD	Pro Football Largest Lead	Sports
KXTATUMRETURN	When Will Jayson Tatum Play His Next Game	Sports
KXNBAROY	Pro Basketball Rookie of the Year	Sports
KXNFLMVP	AP Pro Football Regular Season MVP	Sports
KXNBABLK	Pro Basketball Player Blocks	Sports
KXPGARYDERCUPD3	Ryder Cup Day 3 Winner	Sports
KXCOLLEGEGAMEDAYGUEST	College Gameday Guest	Sports
KXMLBWINS-ATL	Pro baseball wins Atlanta	Sports
KXMARMAD3D	Men's March Madness Triple Double	Sports
KXWNBAPLAYOFF	Pro Women's Basketball Playoff Qualifier	Sports
KXEUROVISIONISRAELBAN	Eurovision Israel ban	Sports
KXMLBNLCPOTY	National League Comeback Player of the Year	Sports
KXNBAATLANTIC	NBA Atlantic Division Winner	Sports
KXNFLWINS-MIA	Pro football wins Miami	Sports
KXROMENSSINGLES	Rio Open	Sports
KXNFLWINMARGIN	Pro Football Win Margin	Sports
KX4MINMILEW	Women's Sub 4-Minute Mile	Sports
KXNBAALLSTARMVP	NBA All-Star Game MVP	Sports
KXWBCF5SPREAD	First 5 innings spread	Sports
KXCLUBWCGAME	Club World Club Game	Sports
KXEPLTOTAL	English Premier League Total Goals	Sports
KXNFLPREPACK	MVE NFL Pre Pack	Sports
KXEWCTEAMFIGHTTACTICS	Teamfight Tactics featured at 2025 Esports World Cup	Sports
KXNFLPREPACK2ML	MVE NFL Pre Pack	Sports
KXRANKLISTAICODE	AI Coding	Sports
KXBRAWLSTARS	Brawl Stars Tournament Winner	Sports
KXPGAWINMARGIN	PGA Win Margin	Sports
KXAUSTINMAJOR	Rennsport at 2025 Esports World Cup	Sports
KXNFLNFCNORTH	National Football Conference North Winner	Sports
KXCOUPEDEFRANCETOTAL	Coupe de France Total	Sports
KXNBADRAFTTOP5	NBA Draft Top 5 Pick	Sports
KXNCAAFB12	Big 12 Champion	Sports
KXGOLFTENNISMAJORS	More Major Wins, Tennis vs Golf	Sports
KXUEFACL	UEFA Champions League	Sports
KXNBAFINALSMVP	Finals MVP	Sports
KXMARMAD1SEED	March Madness 1 Seeds	Sports
KXWBCF5TOTAL	First 5 Innings Total	Sports
KXMARMADCONFWIN	March Madness Conference Winner	Sports
KXNFL1HSPREAD	NFL 1st Half Spread	Sports
KXUFASEMI	Ultimate Frisbee Association Championship Qualifiers	Sports
KXGRANDSLAMJFONSECA	Wil Joao Fonseca Win a grand slam	Sports
KXCLUBWCGA	Club World Club Group A	Sports
KXEPLFIRSTGOAL	EPL 1st Goalscorer	Sports
KXCHESSSINQUEFIELD	sinquefield chess winner	Sports
KXRUGBYGPREMMATCH	Gallagher Prem Match	Sports
KXMARMADSEEDSUM	March Madness Sum of Seeds	Sports
KXWO-NORDIC	Winter Olympics Nordic Combined	Sports
KXWO-SSKATE	Winter Olympics Speed Skating	Sports
KXNCAAMBSPREAD	Men's College Basketball Spread	Sports
KXMIDSEASONINVITATIONAL	2025 Mid-Season Invitational	Sports
KXNBAAST	Pro Basketball Player Assists	Sports
KXJOINMESSI	Messi	Sports
KXNCAAMBMAMER	Mid-American Conference Tournament	Sports
KXCHLLDP	Chilean Primer Division	Sports
KXNEXTCONTRACTSKUBAL	Tarik Skubal Next Contract Value	Sports
KXUSLGAME	USL Championship Game	Sports
KXNFLNFCEAST	National Football Conference East Winner	Sports
KXMANTIS	Mantis time	Sports
KXNFLEXACTWINSCAR	Pro football exact wins Carolina	Sports
KXNWSL	NWSL Champion	Sports
KXRANKLISTCS2PLAYER	HLTV Player of Year	Sports
KXF1RACETOPX	F1 Race Top Finishers	Sports
KXLEADERMLBAVG	MLB Batting Average Leader	Sports
KXWBCFEATHERWEIGHTTITLE	Boxing Featherweight Title	Sports
KXRANKLISTFFQB	TOP FANTASY FOOTBALL QB	Sports
KXMLBWINS-MIN	Pro baseball wins Minnesota	Sports
KXTACAPORTADVANCE	Taca de Portugal To Advance	Sports
KXUCLGAME	UEFA Champions League Game	Sports
KXNFL1HTOTAL	NFL 1st  Half Total Points	Sports
KXNCAAFMWC	Mountain West Champion	Sports
KXFIDECANDIDATES	FIDE Candidates qualifiers	Sports
KXBATTLEOFSEXES	Battle of the Sexes Tennis Match	Sports
KXCSGO	CSGO	Sports
KXEREDIVISIEGAME	Eredivisie Game	Sports
KXTENNISGRANDSLAM	Tennis Grand Slam	Sports
KXNFLCOMBINE40	Pro Football Combine Fastest 40 Time	Sports
KXCOACHOUTOLEMISS	Coach Out Ole Miss	Sports
KXWO-SKEL	Winter Olympics Skeleton	Sports
KXRELOCATIONCHI	Chicago Football Relocation	Sports
KXPGLBUCH	Who will win the PGL Masters Bucharest 2025	Sports
KXSELLTWINS	Minnesota Twins sale	Sports
KXUFCFIGHT	UFC Fight	Sports
KXMEMCOACH	Memphis Next Coach	Sports
KXOWGAME	Overwatch Game	Sports
KXLIGUE1BTTS	Ligue 1 BTTS	Sports
KXDEFHEISMAN	Defensive Heisman Candidate	Sports
KXNBASOUTHEAST	NBA Southeast Division Winner	Sports
KXF1CHINA	F1 team from China	Sports
KXCONNSMYTHE	Conn Smythe trophy	Sports
KXALMVP	NL MVP	Sports
KXNCAAFCOTW	College Football Coach of the Week	Sports
KXLIGAMXSPREAD	Liga MX Game	Sports
KXLEADERMLBWAR	MLB WAR Leader	Sports
KXLIGUE11H	Ligue 1 First Half Winner	Sports
KXNFLDEPTHPOSITIONCLEQB2	QB2 CLE	Sports
KXRYDERCUPCAPTAIN	Ryder Cup Captain	Sports
KXNEXTCOACHOUTNFL	Next Coach Out Pro Football	Sports
KXDAYTONA24	Daytona 24 Hour Race Winner	Sports
KXCOUPEDEFRANCESPREAD	Coupe de France Spread	Sports
KXNFLEXACTWINSCIN	Pro football exact wins Cincinnati	Sports
KXGUINNESSWRCOUNT	Guinness World Record count	Sports
KXLAXTEWAARATON	College Lacrosse Tewaaraton Award	Sports
KXCLUBWCGC	Club World Club Group C	Sports
KXWNBAASGAME	WNBA All Star Game	Sports
KXWMARMADROUND	Reach March Madness Round	Sports
KXQUADRUPLEDOUBLE	Quadruple Double	Sports
KXEUROLEAGUEGAME	Euroleague Game	Sports
KXPLAYTOGETHERJBJT	Tatum and Brown Celtics	Sports
KXAOMEN	Australian Open Mens	Sports
KXUEL16VIKFTC	Europa League round of 16 - VIK FTC	Sports
KXMLBAL	MLB American League Championship	Sports
KXJOINSALAH	Mo Salah next team	Sports
KXLIGUE1TOP4	Ligue 1 Top 4 Finishers	Sports
KXCRICKETWOMENTESTMATCH	Cricket Women Test Match	Sports
KXFANATICSGAMESFIRSTPLACE	Who will come in 1st place at Fanatics Games?	Sports
KXNCAAWBGAME	College Basketball Women's Game	Sports
KXLEADERNBAREB	NBA RPG Leader	Sports
KXUCLTOTAL	Champions League Total Goals	Sports
KXMLBDIVWINNER	MLB divisions	Sports
KXCALCOACH	California Next Coach	Sports
KXCLUBWC	Club World Cup Championship	Sports
KXLEADERMLBERA	MLB ERA Leader	Sports
KXNCAAMACC	ACC MEN'S BASKETBALL TOURNAMENT	Sports
KXNBA4QTOTAL	NBA 4th Quarter Total	Sports
KXNFLTEAMFIRSTTD	Pro Football First Touchdown	Sports
KXMARMADROUND	Reach March Madness Round	Sports
KXBUNDESLIGA2GAME	Bundesliga 2 Game	Sports
KXSORONDO	Rajon Rando Summer Olympics Flag Football	Sports
KXWO-SKIMTN	Winter Olympics Ski Mountaineering	Sports
KXWOMHOCKEYTOTAL	Winter Olympics Men's Hockey Goal Total	Sports
KXNEXTTEAMVERSTAPPEN	Will Max Verstappen go to Mercedes?	Sports
KXSIXKINGSSLAM	Six Kings Slam Winner	Sports
KXCITYMLBEXPAND	MLB expansion	Sports
KXWOWHOCKEY	Winter Olympics Women's Hockey	Sports
KXSTARTNOSAINTS	NEW ORLEANS WEEK 1 QB	Sports
KXWO-FSKATE	Winter Olympics Figure Skating	Sports
KXINTERNETINVITATIONAL	Who will win the Internet Invitational 	Sports
KXNCAAMBIG12	Big 12 MEN'S BASKETBALL TOURNAMENT	Sports
KXNFLWINS-ATL	Pro football wins Atlanta	Sports
KXNBAGAMES	NBA games	Sports
KXLALIGASPREAD	La Liga Spread	Sports
KXWCMESSIRONALDO	Goal Contributions Messi and Ronaldo	Sports
KXLIVR1LEAD	Liv Round 1 Leader	Sports
KXWSAL	MLB American League champion	Sports
KXF1SPRINTFASTLAP	F1 Sprint Race Fastest Lap	Sports
KXNFLWINS-HOU	Pro football wins Houston	Sports
KXNBAWFINMVP	Pro Basketball Western Conference Finals MVP	Sports
KXFIFAADVANCE	Fifa To Advance	Sports
KXLOSEBARCA	Barcelona lose	Sports
KXNBAALLSTARGAME	NBA All-Star Game Winner	Sports
KXNFLEXACTWINSKC	Pro football exact wins Kansas City	Sports
KXNLMVP	AL MVP	Sports
KXIIHFGAME	IIHF Game	Sports
KXEWCFATALFURY	FATAL FURY: City of the Wolves at 2025 Esports World Cup	Sports
KXUFCMWEIGHT	UFC Middleweight Champion	Sports
KXWOSKIMTN	Winter Olympics Ski Mountaineering	Sports
KXNHLEAST	Eastern Conference Championship	Sports
KXIPLTOTAL	IPL Total Runs	Sports
KXCOPADELREYADVANCE	Copa Del Rey To Advance	Sports
KXCOACHOUTNBA	NBA coach out	Sports
KXMLBWINS-PIT	Pro baseball wins Pittsburgh	Sports
KXLIVTOP5	Liv Top 5 Finisher	Sports
KXUFCFLYWEIGHTTITLE	UFC Flyweight Title	Sports
KXLALIGABTTS	La Liga BTTS	Sports
KXNBATEAMTOTAL	NBA Team Total	Sports
KXLIGUE1	LIGUE 1	Sports
KXSERIEATOP4	Serie A Top 4 Finishers	Sports
KXCOACHOUTNFLFIRST	First NFL Coach Out	Sports
KXATPGSPREAD	ATO Game Spread	Sports
KXJOINRONALDO	Cristiano Ronaldo	Sports
KXNBAPRA	Pro Basketball Points + Rebounds + Assists	Sports
KXSLRCHAMP	England Super League Champion	Sports
KXNCAAMBUNDEFEATED	Undefeated in College Basketball Regular Season	Sports
KXSALMONRUN	Seattle Mariners Salmon Run	Sports
KXPERLIGA1GAME	Peru Liga 1 Game	Sports
KXNCAAFPAC10	Pac-10 Champion	Sports
KXFIBAGAME	FIBA Game	Sports
KXNEWCOACHLAL	New Lakers coach	Sports
KXSHAI20PTREC	Shai 20+ Point Streak	Sports
KXPPL	Pro Padel League	Sports
KXUEFACLTOPGOAL	UEFA CL Top Goal Scorer	Sports
KXVCCHAMPIONSPARIS	VALORANT Champions 2025 PARIS	Sports
KXNCAAMBMOP	Men's College Basketball Most Outstanding Player	Sports
KXURYPDGAME	Uruguay Primera Division Game	Sports
KXCRICKETWOMENODIMATCH	Cricket Women ODI Match	Sports
KXR6	R6 Tournament Winner	Sports
KXSERIEARELEGATION	Serie A Relegation	Sports
KXDDFMENSINGLES	Dubai Duty Free Tennis Championships	Sports
KXUFCWELTERWEIGHTTITLE	UFC Welterweight Title	Sports
KXGREYCUP	CFL Grey Cup	Sports
KXMLBWS	MLB World Series	Sports
KXWCIRAN	Iran World Cup	Sports
KXWTAGAME	WTA Tennis Winner	Sports
KXDARTSMATCH	Darts Match	Sports
KXBRAD100MRUN	Brad Kraut 100 Mile Challenge	Sports
KXEPLRELEGATION	English Premier League Relegation	Sports
KXNBAWEST	NBA Western Conference Championship	Sports
KXNFLHALLOFFAME	NFL Hall of Fame	Sports
KXNFL2PTCONV	Pro Football 2-Point Conversions	Sports
KXCS2TOTALMAPS	CS2 Total Maps	Sports
KXNBAALLSTAR	NBA All-Star game	Sports
KXF1RACETOP10	F1 Race Top 10 Finishers	Sports
KXAFCONGAME	AFCON Game Winner	Sports
KXNHLCENTRAL	NHL Central Division Winner	Sports
KXIPLFIRST15	IPL First 15 Overs Winner	Sports
KXEVENTTIMES	NFL games times	Sports
KXNFL4QSPREAD	Pro Football 4th Quarter Spread	Sports
KXUCLBTTS	Champions League BTTS	Sports
KXLEADERNFLINT	NFL leader interceptions	Sports
KXWTADDF	WTA Tour Dubai Duty Free	Sports
KXT20FIRST10	T20 First 10 Overs Winner	Sports
KXATP1RANK	ATP #1 Ranked Player	Sports
KXWNBADRAFT1	WNBA Draft 1st Pick	Sports
KXPGAHOLEINONE	PGA Hole in One	Sports
KXUEL16FTCRSO	Europa League round of 16 - FTC RSO	Sports
KXNCAAWBMOP	Women's College Basketball Most Outstanding Player	Sports
KXDAYTONA24H	Daytona 24 Hour Race	Sports
KXCFBDOBRIEN	Davey O'Brien Award	Sports
KXNEXTTEAMSKUBAL	Tarik Skubal Next Team	Sports
KXNFLEXACTWINSTEN	Pro football exact wins Tennessee	Sports
KXVALORANTMAP	Valorant Map Winner	Sports
KXWBCWELTERWEIGHTTITLE	Boxing Welterweight Title	Sports
KXRECORDNFLBEST	best football record	Sports
KXCOPPAITALIA	Coppa Italia Winner	Sports
KXATPGAMESPREAD	ATP Game Spread	Sports
KXNCAAMBSLC	Southland Conference Tournament	Sports
KXWOTW	Wave of the Winter	Sports
KXLIGAMXGAME	Liga MX Game	Sports
KXNFLSBMVPQB	Non QB Championship MVP	Sports
KXMASTERSCUT	Masters Cut	Sports
KXNCAAMBUSA	Conference USA Conference Tournament	Sports
KXWOSTRACK	Winter Olympics Short Track Speed Skating	Sports
KXUCL1H	Champions League First Hal Winner	Sports
KXBELICHICKUNC	Will Bill Belichick coach a UNC game	Sports
KXUFCMOF	UFC Method of Finish	Sports
KXUSL	USL Championship	Sports
KXWTAGRANDSLAM	WTA Grand Slam	Sports
KXNFLWINS-LA	Pro football wins Los Angeles R	Sports
KXNBADRAFTINT	Pro Basketball International Players Drafted	Sports
KXLEADERMLBSTRIKEOUTS	MLB Strikeouts Leader	Sports
KXJBLEAGUEGAME	Japan B League Game	Sports
KXNBAMIMP	Pro Basketball Most Improved Player	Sports
KXEPLTOP6	Top 6 Finishers	Sports
KXBRASILEIROSPREAD	Brasileiro Serie A Game	Sports
KXNBA1HWINNER	Pro Baskeball 1st Half Winner	Sports
KXSIXKINGSMATCH	Six Kings Slam Match	Sports
KXCS2MAP	Counter-Strike 2 Map Winner 	Sports
KXSERIEABTTS	Serie A BTTS	Sports
KXBIGEASTREG	Big East Regular Season Champions	Sports
KXWINSTREAKMANU	Man United Win Streak	Sports
KXNBA2QSPREAD	Pro Basketball 2nd Quarter Spread	Sports
KXEWCCHESS	Chess – Esports World Cup winner	Sports
KXBOXINGFIGHT	Boxing fight winner	Sports
KXNFLWINS-SF	Pro football wins San Francisco	Sports
KXNBACUPMVP	Pro Basketball Cup Tournament MVP	Sports
KXWO-SWEEPS	Winter Olympics Total Podium Sweeps	Sports
KXEFLCUPGAME	EFL Cup Game	Sports
KXBEASTGAMES	Beast Games: Strong vs. Smart Winner	Sports
KXEWCCALLOFDUTYBLOPS6	Call of Duty: Black Ops 6 at 2025 Esports World Cup	Sports
KXUECLGAME	UEFA Conference League Game	Sports
KXDENSUPERLIGAGAME	Danish Superliga Game	Sports
KXNBASEATTLE	Seattle NBA team	Sports
KXNCAAMBWCC	West Coast Conference Tournament	Sports
KXNFLEXACTWINSCHI	Pro football exact wins Chicago	Sports
KXLEAGUEWORLDS	League of Legends Worlds	Sports
KXNCAAFPREPACK4ML	MVE NCAAF Pre Pack	Sports
KXT20TOTAL	T20 Total Runs	Sports
KXCOPADELREY	Copa del Rey Winner	Sports
KXNBATOP5ROTY	Top 5 NBA draft ROTY	Sports
KXSLGREECE	Super League Greece Winner	Sports
KXNFLGAMETO	Pro Football Turnovers	Sports
KXUELTOTAL	Europa League Total	Sports
KXAFCCLGAME	AFC Champions League Game	Sports
KXMLBNLMOTY	Pro Baseball National League Manager of the Year	Sports
KXUFCTITLE	UFC Title	Sports
KXMLBWINS-SEA	Pro baseball wins Seattle	Sports
KXARODGRETIRE	Aaron Rodgers Retire	Sports
KXMESSIRETIRE	Messi retirement	Sports
KXCROSSFIRE	Crossfire Tournament Winner	Sports
KXGRANDSLAMSINNERALCARAZ	Sinner Alcaraz grand slam	Sports
KXNCAAWBSPREAD	Women's College Basketball Spread	Sports
KXATPGRANDSLAM	ATP Grand Slam	Sports
KXNFLWINS-NYJ	Pro football wins New York J	Sports
KXLEADERNFLRYDS	NFL leader receiving yards	Sports
KXHNLGAME	Croatia HNL Game	Sports
KXPGATOUR	PGA Tour	Sports
KXLIGUE1TOTAL	Ligue 1 Total	Sports
KXMLBWINS-TEX	Pro baseball wins Texas	Sports
KXUCLFIRSTGOAL	UCL First Goalscorer	Sports
KXFIFAPEACE	WHO WILL WIN THE FIFA PEACE PRIZE	Sports
KXNFLPREPACK1HFT	MVE NFL Pre Pack	Sports
KXNCAAMPAC12	PAC-12 MEN'S BASKETBALL TOURNAMENT	Sports
KXNHLPLAYOFF	Playoff Qualifier	Sports
KXRANKLISTFFK	TOP FANTASY FOOTBALL K	Sports
KXPGAH2H	PGA Head-to-Head Matchups	Sports
KXNFLSAFETY	Pro Football Safeties	Sports
KXWNBAROTY	Pro Women's Basketball Rookie of the Year	Sports
KXNFLEXACTWINSJAC	Pro football exact wins Jacksonville	Sports
KXSLGREECEGAME	Super League Greece Game	Sports
KXNFLWINS-BUF	Pro football wins Buffalo	Sports
KXNHLSAVES	Pro Hockey Saves	Sports
KXWTADOUBLES	WTA Doubles Tennis Match	Sports
KXF1RACESPRINT	F1 Sprint Race	Sports
KXWBCGROUP	WBC Pool Winner	Sports
KXWOCURLGAME	Winter Olympics Curling Game	Sports
KXTRADEOFFNFL	Pro football trades offseason	Sports
KXUEFAISRAELBAN	UEFA Israel Ban	Sports
KXT20FIRST15	T20 First 15 Overs Winner	Sports
KXUCL16	Champions League round of 16	Sports
KXNCAABBTOTAL	College Baseball Total Runs	Sports
KXRYDERCUP	Ryder Cup 	Sports
KXNCAAFAAC	American Athletic Conference Champion	Sports
KXTENCOACH	Tennessee Next Coach	Sports
KXNCAAMBBSOU	Big South Conference Tournament	Sports
KXNCAAHOCKEY	College Hockey National Champion	Sports
KXUCL16BVBSPO	Champions League round of 16 - BVB SPO	Sports
KXOLEMISSATTENDANCE	Ole Miss Attendance Record	Sports
KXNCAAFSBELT	Sun Belt Champion	Sports
KXNFL2HWINNER	NFL 2nd Half Winner	Sports
KXNCAAFBB10	Big Ten Champion	Sports
KXRECORDNBABEST	Best Pro Basketball Record	Sports
KXHALFTIMESHOW	HOW LONG WILL THE SUPER BOWL HALFTIME SHOW BE	Sports
KXBELGIANPLGAME	Belgian Pro League Game	Sports
KXNFLRECYDS	Pro Football player Receiving Yards	Sports
KXTUSHPUSH	Tush Push ban	Sports
KXNYGCOACH	New York G Next Coach	Sports
KXNFLWINS-DAL	Pro football wins Dallas	Sports
KXROWING	Rowing race winner	Sports
KXCOACHOUTDALWINGS	Chris Koclanes out	Sports
KXR6MAP	R6 Map Winner	Sports
KXMLBALHAARON	Pro Baseball American League Hank Aaron	Sports
KXNHLPTS	Pro Hockey Points	Sports
KXPGATOP5	PGA Top 5 Finisher	Sports
KXAFCON	AFCON Champion	Sports
KXEREDIVISIE	Eredivisie League Winner	Sports
KXPUBG	PUBG Tournament Winner	Sports
KXWOBOB	Winter Olympics Bobsled	Sports
KXNFLLEADCHANGE	Pro Football Lead Changes	Sports
KXLIGAPORTUGALGAME	Liga Portugal Game	Sports
KXUFCHEAVYWEIGHTTITLE	UFC Heavyweight Title	Sports
KXLOSEREALMADRID	Real Madrid lose	Sports
KXCHOVYMVP	Will Chovy be the MVP of the Worlds finals	Sports
KXNEXTTEAMNFL	Pro Football Player Next Team	Sports
KXNFLWINS-DET	Pro football wins Detroit	Sports
KXSTARTIND	iNDIANAPOLIS WEEK 1 QB	Sports
KXNFLWINS-MIN	Pro football wins Minnesota	Sports
KXTHAIL1	Thai 1 League	Sports
KXNCAABSEC	SEC Men's Basketball Tournament	Sports
KXEWCHONOROFKINGS	Honor of Kings World Cup at 2025 Esports World Cup	Sports
KXNFLWINS-NYG	Pro football wins New York G	Sports
KXNFLEXACTWINSARI	Pro football exact wins Arizona	Sports
KXSUPERLIG	Turkish Super Lig Champion	Sports
KXEWCRB6	Rainbow Six at 2025 Esports World Cup	Sports
KXSPEEDCHESS	Speed Chess	Sports
KXFRA14CHAMP	France Top 14 Champion	Sports
KXNATHANDOGS	Nathan's hot dogs	Sports
KXNCAAFMAC	MAC Champion	Sports
KXUSOPENCUP	US Open Cup Soccer	Sports
KXNFLNONQBPASS	Pro Football Non-QB Passes	Sports
KXNHL	Stanley Cup	Sports
KXROCKETLEAGUEGAME	Rocket League Game	Sports
KXFFQBALLENMAHOMES	allen v mahomes	Sports
KX1HOMEGAME	First Home Game Opponent	Sports
KXFOMENSINGLES	French Open men's singles	Sports
KXNCAAMBSWAC	Southwestern Atlantic Conference Tournament	Sports
KXNFLEXACTWINSDEN	Pro football exact wins Denver	Sports
KXNBANORTHWEST	NBA Northwest Division Winner	Sports
KXWO-BOB	Winter Olympics Bobsled	Sports
KXNFLTRADE	NFL Trade	Sports
KXJOINNEYMARMIAMI	Inter Miami Neymar	Sports
KXCHLLDPGAME	Chile Liga de Primera Game	Sports
KXNDJOINCONF	Join Conference	Sports
KXNFC	NFC Championship	Sports
KXMARMADSEEDROUND	March Madness Seed Round	Sports
KXNHLPRES	NHL President's Trophy Winner	Sports
KXNBASPREAD	Pro Basketball Spread	Sports
KXVALGCSEOUL	Game Changers : Championship Seoul	Sports
KXTRANSFERCOUNTRM	Real Madrid transfer count	Sports
KXPGATOP20	PGA Top 20 Finisher	Sports
KXNFLSPREAD	Pro Football Spread	Sports
KXWBCF5	First 5 Winner	Sports
KXINDY500	Indy 500 Winner	Sports
KXNCAAFUNDEFEATED	Undefeated in College Football Regular Season	Sports
KXWOSSKATE	Winter Olympics Speed Skating	Sports
KXMLBWINS-LAA	Pro baseball wins Los Angeles A	Sports
KXNCAABBGAME	College Baseball Game	Sports
KXWOMHOCKEYFIRSTGOAL	Winter Olympics Hockey First Goal	Sports
KXSERIEA	Serie A 	Sports
KXWEISSENHAUS	Freestyle Chess Grand Slam Weissenhaus	Sports
KXCRICKETT20IMATCH	Cricket T20I Match	Sports
KXCRICKETWOMENT20IMATCH	Cricket Women T20I Match	Sports
KXSOCCERPLAYMESSI	Messi World Cup	Sports
KXWSNL	MLB National League champion	Sports
KXMLBALROTY	Pro Baseball American League Rookie of the Year	Sports
KXWBCBANTAMWEIGHTTITLE	Boxing Bantamweight Title	Sports
KXNFLDSTTD	Pro Football D/ST Touchdown	Sports
KXNBADRAFT2	NBA Draft Second Pick	Sports
KXNBAEAST	NBA Eastern Conference Championship	Sports
KXNEXTMANAGEREPL	Next Manager	Sports
KXCITYNBAEXPAND	Cities NBA expand	Sports
KXCOVEREA	Cover EA college sports	Sports
KXNCAAFSPREAD	College Football Spread	Sports
KXUFC	UFC Weightclass Champion	Sports
KXWOMHOCKEYFGOAL	Winter Olympics Hockey First Goal	Sports
KXNHLFINALSEXACT	NHL Championship Series Score	Sports
KXWNBAPORTNOY	WNBA Portnoy ban	Sports
KXNFLNEXTTD	Pro Football Next TD scorer	Sports
KXINDY500DELAY	Indy 500 delay	Sports
KXBOXINGVICROUND	Boxing Victory in Round	Sports
KXNFLTEAMTOTAL	Pro Football Team Total Points	Sports
KXNBAPREPACK3ML	3ML Basketball Combo	Sports
KXUELSPREAD	Europa League Spread	Sports
KXMARMADCONF	March Madness Conference	Sports
KXNFLSACKRECORD	NFL Regular Season Sack Record	Sports
KXNASCARRACE	NASCAR Race	Sports
KXNCAAFPREPACK3ML	MVE NCAAF Pre Pack	Sports
KXDFBPOKALADVANCE	DFB Pokal Advance	Sports
KXRANKLISTREALSPORTS	Real Sports Top 10 App	Sports
KXINDYCARSERIES	IndyCar Series Champion	Sports
KXPIZZASCORE9	Pizza score 9	Sports
KXWORLDSMVP	Worlds MVP?	Sports
KXCFPSEED	College Football Playoff Seed	Sports
KXGENESISINVITATIONAL	Genesis Invitational Winner?	Sports
KXSIXNATIONS	Six Nations Champion	Sports
KXEFLPROMO	EFL Promotion	Sports
KXNFL2QSPREAD	Pro Football 2nd Quarter Spread	Sports
KXNFLEXACTWINSMIN	Pro football exact wins Minnesota	Sports
KXUSOPEN	US Open	Sports
KXMLBTRADE	MLB trades	Sports
KXMLBWINS-NYM	Pro baseball wins New York M	Sports
KXUFLUSFLCONF	UFL USFL Conference Champion	Sports
KXLEADERMLBRBI	MLB RBIs Leader	Sports
KXUFCFEATHERWEIGHTTITLE	UFC Featherweight Title	Sports
KXNEWCOACHDAL	Dallas Cowboys new coach	Sports
KXUEL16FCSBPAOK	Europa League round of 16 - FCSB PAOK	Sports
KXF1OCCUR	Formula 1 Event Occurrence	Sports
KXF1FASTESTLAP	F1 Fastest Lap	Sports
KXUNRIVALEDGAME	Unrivaled Basketball Game	Sports
KXBELGIANPL	Belgian Pro League Champion	Sports
KXBRASILEIRO	Brasileiro Winner	Sports
KXMARMADSEEDWIN	March Madness Seed Win	Sports
KXTRINITYRODMANNWSL	Trinity Rodman NWSL	Sports
KXNCAAFAPRANK	College Football AP Rank	Sports
KXNEXTTEAMWESTBROOK	RUSSELL WESTBROOK NEXT TEAM	Sports
KXACQUIRELADSKENES	Los Angeles D acquire Paul Skenes	Sports
KXVALPL	Valorant Predator League	Sports
KXNFLPREPACK1Q1H	MVE NFL Pre Pack	Sports
KXUNTCOACH	North Texas Next Coach	Sports
KXEPLTOP2	Top 2 Finishers	Sports
KXFLOYDTYSONFIGHT	Floyd vs Tyson Fight	Sports
KXNFL4DCONV	Pro Football 4th Down Conversions	Sports
KXACQUIREBARCA	Barcelona acquire	Sports
KXNFLRECYDSRECORD	NFL Regular Season Receiving Yards Record	Sports
KXEWCCS2	ESPORTS WORLD CUP COUNTER STRIKE 2	Sports
KXMLBWSTREAK	Longest Winning Streak	Sports
KXCHRISTMASHORNETS	Christmas Hornets	Sports
KXNCAAFPREPACK2ML	MVE NCAAF Pre Pack	Sports
KXPGA3BALL	PGA 3-Ball	Sports
KXCONCACAFCCUPGAME	CONCACAF Champions Cup Game	Sports
KXA10REG	A10 Regular Season Champions	Sports
KXSWISSLEAGUEGAME	Swiss Super League Game	Sports
KXSTEPHDEAL	Steph Curry Endorsement Deal	Sports
KXNEXTEAMTYREEK	Tyreek Hill next team	Sports
KXNCAAMBACC	ACC Conference Tournament	Sports
KXLEADERNFLRUSHYDS	NFL leader rushing yards	Sports
KXEWCRENNSPORT	2025 Mid-Season Invitational	Sports
KXMLBWINS-BAL	Pro baseball wins Baltimore	Sports
KXTACAPORTGAME	Taca de Portugal Game	Sports
KXPGAMAKECUT	PGA To Make Cut	Sports
KXFACUPTOTAL	FA Cup Total	Sports
KXLEADERMLBOPS	MLB OPS Leader	Sports
KXWBCHR	World Baseball Classic Homerun	Sports
KXEFLCUPSPREAD	EFL Cup Spread	Sports
