KXIWMEN	Indian Wells Men's Singles	Sports
KXATPMCO	Movistar Chile Open	Sports
KXPGATOP10	PGA Top 10 Finisher	Sports
KXNBADRAFTCOMP	Pro Basketball Draft Comparison	Sports
KXNEWCOACHNE	New England Patriots new coach	Sports
KXNFLGAMESACK	Pro Football Sacks	Sports
KXNCAAMB1HTOTAL	College Basketball 1H Total	Sports
KXATPGAME	ATP Tennis Winner	Sports
KXR6GAME	R6 Game	Sports
KXBRYSONCOURSERECORDS	Bryson Course Records	Sports
KXF1POLEPOSITION	Qualify in Pole Position	Sports
KXRANKLISTAPPREALSPORTS	Will 'Real Sports' be a top 10 sports app before Nov 15th, 2025?	Sports
KXNCAABBIG12	Big 12 Men's Basketball Tournament	Sports
KXWCLOCATION	World Cup Game Location	Sports
KXUNITEDCUP	United Cup Champions	Sports
KXSPORTSOWNERLBJ	LBJ owning team	Sports
KXDDFWOMENSINGLES	Dubai Duty Free Tennis Championships	Sports
KXLSUCOACH	LSU Next Coach	Sports
KXNHLWINS	NHL wins 	Sports
KXALPHAARENAAWARE	Situational Awareness	Sports
KXDJOKOVICRETIRE	Djkovoic	Sports
KXWO-SKIJUMP	Winter Olympics Ski Jump	Sports
KXSECREG	SEC Regular Season Champions	Sports
KXNEWCOACHUNC	University of North Carolina new coach	Sports
KXWOCURL	Winter Olympics Curling	Sports
KXNFLEXACTWINSHOU	Pro football exact wins Houston	Sports
KXNCAAWB	Women's March Madness Champion	Sports
KXBOXINGDISTANCE	Boxing To Go The Distance	Sports
KXLALIGA	LA LIGA	Sports
KXBUNDESLIGATOP4	Bundesliga Top 4 Finishers	Sports
KXNASCARTOP3	NASCAR Top 5 Finishers	Sports
KXNBA	NBA Championship	Sports
KXWCROUND	World Cup Reach Round	Sports
KXNBADRAFT6	NBA Draft Sixth Pick	Sports
KXNBA2HSPREAD	Pro Basketball 2nd Half Spread	Sports
KXARKCOACH	Arkansas Next Coach	Sports
KXEFLCHAMPIONSHIPGAME	EFL Championship Game	Sports
KXKNVBCUPGAME	KNVB Cup Game	Sports
KXNASCARTRUCKSERIES	NASCAR Truck Series Champion	Sports
KXLIGUE1RELEGATION	Ligue 1 Relegation	Sports
KXNBAPR	Pro Basketball Points + Rebounds	Sports
KXNFLPREPACKSGP	MVE NFL Pre Pack	Sports
KXSB	Super Bowl	Sports
KXNFL4QTOTAL	Pro Football 4th Quarter Total	Sports
KXSTARTCIN	Joe Burrow Week 12	Sports
KXSTARTNYG	NEW YORK G WEEK 1 QB	Sports
KXUELGAME	UEFA Europa League Game	Sports
KXNEWCOACHNO	New Orleans Saints new coach	Sports
KXLOLTOTALMAPS	League of Legends Total Maps	Sports
KXSCOTTIESLAM	Scottie grand slam	Sports
KXDFBPOKALGAME	DFB Pokal Game	Sports
KXMICHCOACH	Michigan Next Coach	Sports
KXNFLDRAFT1	NFL Draft First Pick	Sports
KXWBCTOTAL	World Baseball Classic Total	Sports
KXF1FASTLAP	F1 Fastest Lap	Sports
KXWTACHALLENGERMATCH	Challenger WTA	Sports
KXNCAAMBBIG10	Big 10 Conference Tournament	Sports
KXCOD	COD Tournament Winner	Sports
KXNFLWINS-KC	Pro football wins Kansas City	Sports
KXWONORDIC	Winter Olympics Nordic Combined	Sports
KXUCLACOACH	UCLA Next Coach	Sports
KXNEWCASTLEUBADGE	Newcastle United badge	Sports
KXF1SPRINTTOP5	F1 Sprint Race Top 5 Finishers	Sports
KXEWCRAINBOW6SEIGE	Rainbow Six at 2025 Esports World Cup WINNER	Sports
KXNHLRICHARD	NHL Maurice "Rocket" Richard Trophy	Sports
KXSERIEA1H	Serie A First Half Winner	Sports
KXIWWOMEN	Indian Wells Women's Singles	Sports
KXNFL2HTOTAL	Pro Football 2nd Half Total	Sports
KXNHLSPREAD	NHL Spread	Sports
KXNFLEXACTWINSTB	Pro football exact wins Tampa Bay	Sports
KXNFLPROBOWL	Pro Football Pro Bowl	Sports
KXJOINEKITIKE	Hugo Ekitike	Sports
KXATPCHALLENGERMATCH	Challenger ATP 	Sports
KXTRADEOFFNBA	Pro basketball trades offseason	Sports
KXCS2GAME	Counter-Strike 2 Game	Sports
KXLNBELITEGAME	LNB Elite Game	Sports
KXNFLAFCWEST	American Football Conference West Winner	Sports
KXCARDPRESENCEUFCWH	UFC White House event	Sports
KXNFLRSHYDS	Pro Football player Rushing Yards	Sports
KXUEL16RSCFEN	Europa League round of 16 - RSC FEN	Sports
KXFIFAUSPULL	FIFA us pull	Sports
KXNFL2QTOTAL	Pro Football 2nd Quarter Total	Sports
KXNCAABGAME	College Basketball Game	Sports
KXPRYLIGA1GAME	delete	Sports
KXESLPROS1	ESL Pro League Stage 1	Sports
KXNBAWINS	Pro basketball wins	Sports
KXMLBALMOTY	Pro Baseball American League Manager of the Year	Sports
KXATPMC	ATP Monte Carlo	Sports
KXOVERWATCH	Overwatch Tournament Winner	Sports
KXATPAMT	ATP Tour Abierto Mexican Telcel presentado por HSBC	Sports
KXUCL16PSVJUV	Champions League round of 16 - PSV JUV	Sports
KXNFL4DOWNCONV	Pro Football 4th Down Conversions	Sports
KXNCAAFCS	FCS Football Champion	Sports
KXMLBSTAT	Pro Baseball Season Stat	Sports
KXKNUEPPEL3PTREC	Kon Knueppel Rookie 3pt Record	Sports
KXSFSPELLINGBEE	SF Inaugural Spelling Bee Winner?	Sports
KXMLBALCY	Pro Baseball American League Cy Young	Sports
KXNEWCOACHNYJ	New York Jets new coach	Sports
KXPGARYDERMATCH	PGA Ryder Cup Matchups	Sports
KXALPHAARENA	Alpha Arena	Sports
KXNBADRAFT4	NBA Draft Fourth Pick	Sports
KXNLGAME	National League Game	Sports
KXLALIGAGAME	La Liga Game	Sports
KXNCAALAXGAME	College Lacrosse Game	Sports
KXNFLWINS-IND	Pro football wins Indianapolis	Sports
KXCFBCOTY	College Football Coach of the Year	Sports
KXELHGAME	ELH Game	Sports
KXSIXNATIONSMATCH	Six Nations Rugby Match	Sports
KXSAUDIPLTOTAL	Saudi Pro League Total	Sports
KXNFLCOACH	NFL Coach of the Year	Sports
KXKHLGAME	KHL Game	Sports
KXNFL2HSPREAD	Pro Football 2nd Half Spread	Sports
KXNCAAMB1HWINNER	College Basketball 1H Winner	Sports
KXNBA3PT	Pro Basketball Player Threes	Sports
KXNFL3QSPREAD	Pro Football 3rd Quarter Spread	Sports
KXUFCDISTANCE	UFC To Go The Distance	Sports
KXATLCOACH	Next Atlanta Coach	Sports
KXNEXTTEAMLEBRON	Lebron's Next Team	Sports
KXNBASLAMDUNK	NBA Slam Dunk Contest Winner	Sports
KXNCAABASEBALL	College Baseball Champion	Sports
KXNFLWINS-PHI	Pro football wins Philadelphia	Sports
KXNFLHIGHSCOREQ	Pro Football Highest Scoring Quarter	Sports
KXIIHFCHAMP	IIHF World Championship winner	Sports
KXNEXTTEAMGIANNIS	Giannis next team	Sports
KXUSFCOACH	USF Next Coach	Sports
KXNFLDRAFTTOP	Pro Football Top Draft	Sports
KXMLBWINS-WSH	Pro baseball wins Washington	Sports
KXBOXINGROUNDS	Boxing Total Rounds	Sports
KXPGAR3LEAD	PGA Round 3 Leader	Sports
KXNFL4QWINNER	Pro Football 4th Quarter Winner	Sports
KXVENFUTVE	Venezuela Primera Division	Sports
KXBSOUTOURNAMENT	Big South Tournament	Sports
KXSPORTSIGNAHOR	Al Horford	Sports
KXNFLAFCNORTH	American Football Conference North Winner	Sports
KXTHEOPEN	The Open Championship	Sports
KXNBAEFINMVP	Pro Basketball Eastern Conference Finals MVP	Sports
KXDWCS79	DWCS 79	Sports
KXLEADERNBA3PT	NBA 3PM Leader	Sports
KXNBATRADE	NBA Trade	Sports
KXCS2QUALIFY	CS2 Qualifier	Sports
KXMLBWINS-AZ	Pro baseball wins Arizona	Sports
KXEXHIBITIONMEN	Men's Tennis Exhibition Match	Sports
KXNEXTCOACHOUTNBA	Next coach out NBA	Sports
KXDELGAME	DEL Game	Sports
KXNCAAFSEC	SEC Champion	Sports
KXSAUDIPLSPREAD	Saudi Pro League Game	Sports
KXNFLCOMBO	NFL COMBO	Sports
KXNBAGAME	Professional Basketball Game	Sports
KXWO-SILVER	Winter Olympics Most Silver Medals	Sports
KXNCAAF1HWINNER	College Football 1st Half Winner	Sports
KXMLBLSTREAK	Longest Losing Streak	Sports
KXUEL16ROMFCP	Europa League round of 16 - ROM FCP	Sports
KXUFCVICROUND	UFC Round of Victory	Sports
KXARGPREMDIVADVANCE	Argentina Primera Division To Advance	Sports
KXUCLBOTTOM	UCL League Phase Bottom of Table	Sports
KXMARMADSEED	March Madness Winner Seed	Sports
KXATPMIA	ATP Miami	Sports
KXMLBALCENT	American League Central Winner	Sports
KXNEXTMANAGERMIL	Next Manager of AC Milan	Sports
KXBIG10REG	Big Ten Regular Season Champions	Sports
KXNBAPLAYOFF	Pro Basketball Playoff Qualifier	Sports
KXUCLW	Champions League Women's	Sports
KXNFLDRAFTPICK	NFL Draft Pick	Sports
KXNCAAFTEAMTOTAL	College Football Team Total Points	Sports
KXCS2MAPWINNER	CS2 Map Winner	Sports
KXNFLPROBOWLWIN	Pro Football Pro Bowl Game	Sports
KXKBLGAME	Korea KBL Game	Sports
KXT20SIX	T20 Total Sixes	Sports
KXPREMCHAMP	Gallagher Premiership Champion	Sports
KXLEBRONPLAY	LeBron Next Play	Sports
KXWNBAGAMESPLAYED	WNBA Games Played in a Season	Sports
KXTOP3NBADRAFT	NBA Draft Top 3	Sports
KXWINSTREAKOKC	OKC Win Streak	Sports
KXUNITEDCUPADVANCE	United Cup Advance	Sports
KXVTCOACH	Virginia Tech Next Coach	Sports
KXMLBWINS-DET	Pro baseball wins Detroit	Sports
KXT20WORLDCUP	T20 World Cup Winner	Sports
KXWNBARAISE	WNBA raise	Sports
KXSAUDIPLGAME	Saudi Pro League Game	Sports
KXUCLRO16	UCL Advance to Round of 16	Sports
KXFANATICSGAMESTHIRDPLACE	Who will come in 3rd place at Fanatics Games?	Sports
KXUCLTOP8	UCL League Phase Top 8 Finishers	Sports
KXINTLFRIENDLYGAME	International Friendly Game	Sports
KXNFLASSCOACH	NFL Assistant Coach of the Year	Sports
KXNFLWINS-CHI	Pro football wins Chicago	Sports
KXMWREG	Mountain West Regular Season Champions	Sports
KXNFLWINS-CLE	Pro football wins Cleveland	Sports
KXJOINSANE	Leroy Sane transfer	Sports
KXNFL3QTOTAL	Pro Football 3rd Quarter Total	Sports
KXBOUNTY2025S2	Bounty 2025 Season 2	Sports
KXNCAAMBHL	Horizon League conference tournament winner	Sports
KXWTAFINALS	WTA Finals Champion	Sports
KXNBAALLSTARS	Pro Basketball All Stars	Sports
KXMWORLDCUP	Men's World Cup winner	Sports
KXUFAEAST	Ultimate Frisbee Association East Division Winner	Sports
KXEWCLEAGUEOFLEGENDS	League of Legends featured at 2025 Esports World Cup	Sports
KXTENNCOACH	Tennessee Pro Football Team Next Coach	Sports
KXQOWOMENSINGLES	Qatar Open Women's Singles	Sports
KXRUGBYFRA14MATCH	Rugby French 14 Match	Sports
KXNCAAFWINS	College football wins?	Sports
KXMLSTOTAL	MLS Total	Sports
KXWCSQUAD	World Cup Squad	Sports
KXUFCBANTAMWEIGHTTITLE	UFC Bantamweight Title	Sports
KXNFLWINS-TB	Pro football wins Tampa Bay	Sports
KXUNITEDCUPMATCH	United Cup Match	Sports
KXNCAAFPAC12	Pac-12 Champion	Sports
KXNFLOPOY	NFL Offensive Player of the Year	Sports
KXRANKLISTKG	Will Ken Griffin be the top donator on <date>?	Sports
KXCOPADELREYSPREAD	Copa Del Rey Spread	Sports
KXWCCONGO	DR Congo World Cup	Sports
KXNFLEXACTWINSPIT	Pro football exact wins Pittsburgh	Sports
KXNEXTTEAMTYREEK	Tyreek Hill next team	Sports
KXWO-FREESKI	Winter Olympics Freestyle Skiing	Sports
KXCOUPEDEFRANCEGAME	Coupe de France Gam	Sports
KXCCARCOACH	Coastal Carolina Next Coach	Sports
KXRUGBYESLMATCH	England Super League Rugby Match	Sports
KXLAXGAME	NCAA Lacrosse Game	Sports
KXMLBWINS-CIN	Pro baseball wins Cincinnati	Sports
KXNBADRAFT10	NBA Draft Tenth Pick	Sports
KXMLBNLHAARON	Pro Baseball American League Hank Aaron	Sports
KXNASCARTOP5	NASCAR Top 5 Finishers	Sports
KXWOMHOCKEY	Winter Olympics Men's Hockey	Sports
KXMLBSTGAME	Pro Baseball Spring Training game	Sports
KXURYPD	Uruguayan Premier Division	Sports
KXLIGAPORTUGAL	Liga Portugal Winner	Sports
KXNCAAFPLAYOFF	College Football Playoff Qualifiers	Sports
KXUCL8	Champion's League to Round of 8	Sports
KXLEADERMLBSAVES	MLB Saves Leader	Sports
KXUCLSPREAD	Champions League Spread	Sports
KXWOSBOARD	Winter Olympics Snowboarding	Sports
KXMLSWEST	MLS Western Conference winner?	Sports
KXNEWCOACHJAX	JACKSONVILLE JAGUARS new coach	Sports
KXBUNDESLIGATOTAL	Bundesliga Total	Sports
KXNBADRAFT9	NBA Draft Ninth Pick	Sports
KXRANKLISTFFDST	TOP FANTASY FOOTBALL D ST	Sports
KXDANISHSUPERLIGAGAME	Danish Superliga Game	Sports
KXLIGAMXTOTAL	Liga MX Total	Sports
KXCLUBWCGG	Club World Club Group G	Sports
KXWBCHEAVYWEIGHTTITLE	Boxing Heavyweight Title	Sports
KXNFLEXACTWINSMIA	Pro football exact wins Miami	Sports
KXMLBWINS-PHI	Pro baseball wins Philadelphia	Sports
KXDAVISCUP	Davis Cup Champions	Sports
KXSTEPHSHOEDEAL	Steph Curry Shoe Deal	Sports
KXESPORTSTEST	TESTING	Sports
KXUFCWHITEHOUSE	UFC at White House	Sports
KXVENFUTVEGAME	Venezuela Liga FUTVE game	Sports
KXBOXINGMOV	Boxing Method of Victory	Sports
KXSBMENTION	SB mention	Sports
KXQEMOMENSSINGLES	Qatar ExxonMobil Open	Sports
KXACCREG	ACC Regular Season Champions	Sports
KXFRASUPERCUPADVANCE	France Super Cup to Advance	Sports
KXLEADERNBAPTS	NBA PPG Leader	Sports
KXTACAPORTSPREAD	Taca de Portugal Game	Sports
KXNCAAMBIGTEN	big ten MEN'S BASKETBALL TOURNAMENT	Sports
KXALCARAZCOACH	Carlos Alcaraz Next Coach	Sports
KXAPFDDH	APF Division de Honor	Sports
KXATPIT	ATP Italian Open	Sports
KXNBADRAFT3	NBA Draft Third Pick	Sports
KXNLMOTY	DO NOT USE	Sports
KXFOPENWMENSINGLE	French Open women's singles	Sports
KXWBCROUND	WBC Round	Sports
KXF1POLE	Qualify in Pole Position	Sports
KXBUNDESLIGA1H	Bundesliga First Half Winner	Sports
KXWBCRFI	World Baseball Class Run in First Inning	Sports
KXNFLWINS-PIT	Pro football wins Pittsburgh	Sports
KXF1CONSTRUCTORS	Formula 1 Constructors	Sports
KXDOTA2GAME	Dota 2 Game	Sports
KXPAULBELLFIGHT	Paul vs Bell	Sports
KXPREMDARTS	Premier League Darts Champion	Sports
KXNCAAFD3GAME	College Football Game	Sports
KXIPLFIRST6	IPL First 6 Overs Winner	Sports
KXEWCPUBGBATTLEG	PUBG: BATTLEGROUNDS at 2025 Esports World Cup	Sports
KXECULPGAME	Ecuador Liga Pro Game	Sports
KXDURATIONBEASTWATER	MrBeast water stream duration	Sports
KXNCAANIT	NIT Champion	Sports
KXMLBALRELOTY	Pro Baseball American League Reliever of the Year	Sports
KXNCAAMBHOR	Horizon League Conference Tournament	Sports
KXBALLONDOR	Ballon d'Or	Sports
KXBUNDESLIGARELEGATION	Bundesliga Relegation	Sports
KXRANKLISTCS2TEAM	HLTV Team of the Year	Sports
KXWO-TOTALMEDALS	Winter Olympic Country Medal Count	Sports
KXNHLFIRSTGOAL	Pro Hockey First Goal	Sports
KXFANATICSGAMESSECONDPLACE	Who will come in 2nd place at Fanatics Games?	Sports
KXWOBIATH	Winter Olympics Biathalon	Sports
KXDOTA2MAP	Dota 2 Map Winner	Sports
KXLIGUE1SPREAD	Ligue 1 Spread	Sports
KXNFLEXACTWINSLAC	Pro football exact wins Los Angeles C	Sports
KXNCAAMBTOTAL	Men's College Basketball Total Points	Sports
KXLBJRETIRE	LBJ retire	Sports
KXMASTERS	Masters Tournament	Sports
KXNCAAMSEC	SEC MEN'S BASKETBALL TOURNAMENT	Sports
KXRECORDNFLWORST	worst football record	Sports
KXCS2	CS2 Tournament Winner	Sports
KXNASCARTOP20	NASCAR Top 20 Finishers	Sports
KXNEXTNFLCOACH	Next Pro Football Coach	Sports
KXWTAIWO	Indian Wells Open	Sports
KXNBADRAFTTOP15	NBA Draft Top 15 Pick	Sports
KXCRICKETTESTMATCH	Cricket Test Match	Sports
KXT20MATCH	T20 Match	Sports
KXFIRSTUSOPEN	First time US open winner	Sports
KXDFBPOKAL	DFB Pokal Winner	Sports
KXCLUBWCGB	Club World Club Group B	Sports
KXMLBWINS-NYY	Pro baseball wins New York Y	Sports
KXWPL	WPL Champion	Sports
KXNBA2HTOTAL	NBA 2nd Half Total Points	Sports
KXFIBACHAMPLEAGUEGAME	FIBA Champions League Game	Sports
KXMLBBESTRECORD	Pro Baseball Best Record	Sports
KXNHLATLANTIC	NHL Atlantic Division Winner	Sports
KXMLSADVANCE	MLS To Advance	Sports
KXLCKAHRIPICK	LCK finals Ahri	Sports
KXIPLFOUR	IPL Total Fours	Sports
KXWTAMAD	WTA Madrid	Sports
KXLIVH2H	LIV Head-to-Head Matchups	Sports
KXNRLCHAMP	National Rugby League Champion	Sports
KXNCAAMBSUM	Summit League Conference Tournament	Sports
KXLEADERNFLPYDS	NFL leader passing yards	Sports
KXATPEXACTSETS	testing	Sports
KXWO-LUGE	Winter Olympics Luge	Sports
KXFIRSTTIMEWINNER	First Time Winner	Sports
KXFANATICSWINNER	Fanatics winner type	Sports
KXLOL1STTIMEWIN	LOL First time winner	Sports
KXNFLREC	Pro Football Player Receptions	Sports
KXNCAAMBCOTY	Men's College Basketball Naismith Coach of the Year	Sports
KXBLASTRIVALS2	BLAST Rivals 2025 Season 2	Sports
KXFCSOUTHAFRICA	Freestyle Chess Grand Slam South Africa	Sports
KXSIXKINGSSLAMMATCH	Six Kings Slam Match	Sports
KXCS2QUALIFIER	CS2 Qualifier	Sports
KXMANTISFREETHROWS	MANTIS FREE THROWS	Sports
KXFLACOACH	Florida Next Coach	Sports
KXNBARISINGSTARS	Pro Basketball Rising Stars Tournament	Sports
KXCOPADELREYGAME	Copa Del Rey Game	Sports
KXLEADERMLBDOUBLES	MLB Doubles Leader	Sports
KXF1TOP10	F1 Top 10 Finishers	Sports
KXATPFINALS	ATP Finals Winner	Sports
KXESPSUPERCUPGAME	Spain Super Cup Game	Sports
KXNBATOP3	Pro Basketball Draft Lottery Top 3	Sports
KXPGAR2LEAD	PGA Round 2 Leader	Sports
KXNBAPLAYIN	Which Team Will Make the Play-In Tournament	Sports
KXARGPREMDIVGAME	Argentina Primera Division Game	Sports
KXNBAFINALSVIEWERGAME7	NBA finals viewership	Sports
KXUSOMENSINGLES	US Open men's singles	Sports
KXPGARYDER	Ryder Cup	Sports
KXNBA1HTOTAL	NBA 1st Half Total Points	Sports
KXEWCMLBB	Mobile Legends: Bang Bang Mid Season Cup at 2025 Esports World Cup	Sports
KXUEFAGAME	UEFA Soccer Games	Sports
KXCSGOADVANCE	CSGO Advance	Sports
KXEPL1H	Premier League First Half Winner	Sports
KXMLBWINS-MIL	Pro baseball wins Milwaukee	Sports
KXITFMATCH	ITF Match	Sports
KXEWCAPEXLEGENDS	Apex Legends at 2025 Esports World Cup	Sports
KXKELCERETIRE	Travis Kelce Retire	Sports
KXNFLEXACTWINSBAL	Pro football exact wins Baltimore	Sports
KXESPSUPERCUPADVANCE	Spain Super Cup Advance	Sports
KXWBCCRUISERWEIGHTTITLE	Boxing Cruiserweight Title	Sports
KXNCAAMBAMER	American Conference Tournament	Sports
KXMBLNLEAST	National League East Winner	Sports
KXRANKLISTKAITO	Which exchange will have the highest mindshare this week?	Sports
KXNFLEXACTWINSSEA	Pro football exact wins Seattle	Sports
KXWO	Winter Olympics Medals	Sports
KXWWOMENSINGLES	Wimbledon women's singles	Sports
KXSERIEASPREAD	Serie A Spread	Sports
KXMLBSERIES	Professional Baseball Series	Sports
KXMLBRFI	Pro Baseball Run in First Inning	Sports
KXRANKLISTFFTE	TOP FANTASY FOOTBALL TE	Sports
KXNEXTMANAGERMANU	Next Man U Manager	Sports
KXSUPERLIGGAME	Turkish Super Lig Game	Sports
KXNBA1HSPREAD	Pro Basketball 1st Half Spread	Sports
KXNFL1QSPREAD	Pro Football 1st Quarter Spread	Sports
KXMLBWINS-TB	Pro baseball wins Tampa Bay	Sports
KXNCAAMLAXGAME	Men's College Lacrosse Game	Sports
KXMLBNLRELOTY	Pro Baseball National League Reliever of the Year	Sports
KXMLBSS	Pro Baseball Silver Slugger	Sports
KXWCGOALLEADER	World Cup Goal Leader	Sports
KXNCAAMBNAISMITH	Men's College Basketball Naismith	Sports
KXLIVMAKECUT	DONT USE	Sports
KXUEFASUPERCUP	UEFA Super Cup Winner	Sports
KXNFLEXACTWINSGB	Pro football exact wins Green Bay	Sports
KXEKSTRAKLASAGAME	Polish Ekstraklasa Game	Sports
KXIWMENDOUBLES	Indian Wells Men's Doubles	Sports
KXCHOVYMVPWF	Will Chovy be the MVP of the Worlds finals	Sports
KXNEXTTEAMMLB	MLB Player Next Team	Sports
KXMLBSPREAD	Pro Baseball Spread	Sports
KXFRASUPERCUPGAME	France Super Cup Game	Sports
KXCZEFLGAME	Czech First League Game	Sports
KXEWCCHESS2025	Chess – Esports World Cup Winner?	Sports
KXNCAAMBA10	Atlantic-10 Conference Tournament	Sports
KXKNVBCUPADVANCE	KNVB Cup Advance	Sports
KXWCGROUPQUAL	World Cup Group Qualifiers	Sports
KXTORONTOULTRACHAMPIONSHIP	Dota 2 at 2025 Esports World Cup	Sports
KXSTARTCLEBROWNS	Cleveland Browns starter	Sports
KXATPMATCH	ATP Tennis Match	Sports
KXWCCODWARZONE	Call of Duty: Warzone at 2025 Esports World Cup	Sports
KXFOWOMENSINGLES	French Open women's singles	Sports
KXEFLCHAMPIONSHIP	EFL Championship League Winner	Sports
KXNBA1QSPREAD	Pro Basketball 1st Quarter Spread	Sports
KXMLBNL	MLB National League Championship	Sports
KXPGLMASTERSBUCHAREST	Who will win the PGL Masters Bucharest 2025	Sports
KXIMOCOUNTRY	 International Mathematical Olympiad Country Winner	Sports
KXUCLRO8	UCL Advance to Round of 8	Sports
KXCOACHOUTNCAAFB	NCAAFB Coaches Out	Sports
KXMLBNLMVP	Pro Baseball National League MVP	Sports
KXVALPLIND	Valorant Predator League Indonesia	Sports
KXUFACENT	Ultimate Frisbee Association Central Division Winner	Sports
KXCONNCOACH	UConn Next Coach	Sports
KXNFLMOSTRECYDS	Pro Football Most Receiving Yards	Sports
KXWOSKIJUMP	Winter Olympics Ski Jump	Sports
KXNBADRAFTTOP10	NBA Draft Top 10 Pick	Sports
KXNFLWINS-LV	Pro football wins Las Vegas	Sports
KXTENNISMAJORDJOKOVIC	Djokovic major	Sports
KXHEISMAN	Heisman Trophy Winner	Sports
KXNASCARCUPCHAMP	Nascar Cup Series Championship	Sports
KXWTAMOA	WTA Tour Merida Open Akron	Sports
KXMLBWINS-TOR	Pro baseball wins Toronto	Sports
KXACQUIREMANU	ManU acquire	Sports
KXWOMHOCKEYMVP	Men's Winter Olympics Hockey MVP	Sports
KXTACAPORTTOTAL	Taca de Portgual Total	Sports
KXEWCVALORANT	VALORANT featured at 2025 Esports World Cup	Sports
KXLEADERMLBSTEALS	MLB Steals Leader	Sports
KXNCAAFBACC	ACC Champion	Sports
KXWTAIT	WTA Italian Open	Sports
KXSYNTHETIXTRADINGCOMP	Synthetix Trading Competition	Sports
KXNCAAMBFIRST10	College Basketball Race to 10 Points	Sports
KXEWCSTARCRAFTII	StarCraft II at 2025 Esports World Cup	Sports
KXNCAAFFINALIST	College Football Finalist	Sports
KXNFLWINS-DEN	Pro football wins Denver	Sports
KXNBACLUTCH	Pro Basketball Clutch Player of the Year	Sports
KXNEXTTEAMNBA	Next NBA Team	Sports
KXNFLOPOTY	AP Pro Football Offensive Player Of The Year	Sports
KXNFLSBMVP	Pro Football Championship MVP	Sports
KXNFL2TD	Pro Football Multiple Touchdowns	Sports
KXWINSTREAKHOUMLB10	Houston winning 10 games	Sports
KXHEISMANFINALIST	Defensive Heisman Finalist	Sports
KXPGARYDERTOP	Ryder Cup Top Points Scorer	Sports
KXNFLEXACTWINSNO	Pro football exact wins New Orleans	Sports
KXNFLSBMVPDEF	Defensive Player Championship MVP	Sports
KXNFLNOSCOREQ	Pro Football Scoreless Quarter	Sports
KXBUNDESLIGAGAME	Bundesliga Game	Sports
KXNBADRAFT8	NBA Draft Eighth Pick	Sports
KXNCAABBSPREAD	College Baseball Spread	Sports
KXDPWORLDTOURMAKECUT	DP World Tour To Make Cut	Sports
KXPUBGGC	PUBG Global Championship 2025	Sports
KXTIGERMASTERS	Will Tiger Woods play in the Masters	Sports
KXNCAAMBCAA	Coastal Athletic Association Conference Tournament	Sports
KXNCAAMBMVAL	Missouri Valley Conference Tournament	Sports
KXWNBA	WNBA Championship	Sports
KXWCGROUPWIN	World Cup Group Winner	Sports
KXUSOWOMENSINGLES	US Open women's singles	Sports
KXNEXTTEAMMCLAURIN	Terry McLaurin next team	Sports
KXWO-CURL	Winter Olympics Curling	Sports
KXMLBWINS-MIA	Pro baseball wins Miami	Sports
KXATPSETWINNER	ATP Set Winner	Sports
KXFIFAUSPULLGAME	FIFA US pull game	Sports
KXNBASIXTH	Pro Basketball Sixth Man of the Year	Sports
KXMLB500	MLB teams at .500	Sports
KXLEAGUE	League of Legends World Championship	Sports
KXNCAAMBSBELT	Sun Belt Conference Tournament	Sports
KXMLBPLAYOFFS	Pro Baseball Playoff Qualifiers	Sports
KXATPIWO	Indian Wells Open	Sports
KXNCAAFTOTAL	College Football Total Points	Sports
KXLEADERNFLRUSHTDS	NFL leader rushing TDs	Sports
KXWOXC	Winter Olympics Cross Country Skiing	Sports
KXNCAAMBBSKY	Big Sky Conference Tournament	Sports
KXROCKANDROLLHALLOFFAME	ROCK AND ROLL HALL OF FAME 	Sports
KXNBA2KCOVER	Who will be on the cover of NBA 2k?	Sports
KXNFLEXACTWINSDAL	Pro football exact wins Dallas	Sports
KXLBJRTEAM	XYZ	Sports
KXNFLWINS-BAL	Pro football wins Baltimore	Sports
KXNBAMVP	Pro Basketball MVP	Sports
KXUABCOACH	UAB Next Coach	Sports
KXSTARLADDERBUDAPESTMAJOR	Who wil win the StarLadder Budapest Major 2025	Sports
KXTEAMSINNBAF	Teams in NBA Finals	Sports
KXNFL3QWINNER	Pro Football 3rd Quarter Winner	Sports
KXSOCCERSPREAD	Soccer Spread	Sports
KXNFLOT	Pro Football Overtime	Sports
KXITASUPERCUPADVANCE	Italy Super Cup Winner	Sports
KXCOACHOUTDALSTARS	Chris Koclanes out	Sports
KXNHLVEZINA	NHL Vezina Trophy	Sports
KXTGLMATCH	TGL Golf Match	Sports
KXUFCMIDDLEWEIGHTTITLE	UFC Middleweight Title	Sports
KXACBGAME	Liga ACB Basketball Game	Sports
KXCAATOURNAMENT	CAA Tournament	Sports
KXNBADRAFTTOP	Pro Basketball Top Draft	Sports
KXNFLSBMVPPOS	Pro Football Championship MVP Position	Sports
KXDPWORLDTOURR1LEAD	DP World Tour R1 Leader	Sports
KXPFAPOY	PFA Player of The Year	Sports
KXUCL16PSGSTB	Champions League round of 16 - PSG STB	Sports
KXMLBWINS-SD	Pro baseball wins San Diego	Sports
KXCANADACUP	Canada winning Stanley Cup	Sports
KXNCAABBIGTEN	Big Ten Men's Basketball Tournament	Sports
KXNFLCOMBINE	NFL Combine	Sports
